Date,Value
5/1/16,371890
4/30/16,426515
4/29/16,374956
4/28/16,392821
4/27/16,436154
4/26/16,407004
4/25/16,376201
4/24/16,366327
4/23/16,359204
4/22/16,401733
4/21/16,371250
4/20/16,389402
4/19/16,398662
4/18/16,351044
4/17/16,357397
4/16/16,367142
4/15/16,415731
4/14/16,355716
4/13/16,413984
4/12/16,414497
4/11/16,320083
4/10/16,375080
4/9/16,370187
4/8/16,372004
4/7/16,390324
4/6/16,395942
4/5/16,404374
4/4/16,334761
4/3/16,394636
4/2/16,332670
4/1/16,337655
3/31/16,402557
3/30/16,341678
3/29/16,349278
3/28/16,310868
3/27/16,323407
3/26/16,326933
3/25/16,381250
3/24/16,322191
3/23/16,399764
3/22/16,375082
3/21/16,352210
3/20/16,350288
3/19/16,364177
3/18/16,394142
3/17/16,369886
3/16/16,367761
3/15/16,367761
3/14/16,393384
3/13/16,310285
3/12/16,352895
3/11/16,374551
3/10/16,330958
3/9/16,363851
3/8/16,372418
3/7/16,312335
3/6/16,422768
3/5/16,419365
3/4/16,410737
3/3/16,483756
3/2/16,451258
3/1/16,470332
2/29/16,412223
2/28/16,378857
2/27/16,404307
2/26/16,412050
2/25/16,411081
2/24/16,464117
2/23/16,469044
2/22/16,399688
2/21/16,440841
2/20/16,411494
2/19/16,416530
2/18/16,436155
2/17/16,424752
2/16/16,424653
2/15/16,390085
2/14/16,407580
2/13/16,392638
2/12/16,429313
2/11/16,396665
2/10/16,429776
2/9/16,396540
2/8/16,452004
2/7/16,441758
2/6/16,393084
2/5/16,399236
2/4/16,388710
2/3/16,451155
2/2/16,437884
2/1/16,384209
1/31/16,428332
1/30/16,424226
1/29/16,445935
1/28/16,414610
1/27/16,462802
1/26/16,404020
1/25/16,383842
1/24/16,435226
1/23/16,413921
1/22/16,406195
1/21/16,387569
1/20/16,382142
1/19/16,395421
1/18/16,447783
1/17/16,393797
1/16/16,344968
1/15/16,354601
1/14/16,341119
1/13/16,372889
1/12/16,365605
1/11/16,363228
1/10/16,371151
1/9/16,366508
1/8/16,326219
1/7/16,338929
1/6/16,365051
1/5/16,363742
1/4/16,295177
1/3/16,334703
1/2/16,232199
1/1/16,310331
12/31/15,342062
12/30/15,343081
12/29/15,314685
12/28/15,341200
12/27/15,347238
12/26/15,329540
12/25/15,410857
12/24/15,409651
12/23/15,391920
12/22/15,451443
12/21/15,363933
12/20/15,427602
12/19/15,383932
12/18/15,395053
12/17/15,411804
12/16/15,392348
12/15/15,423138
12/14/15,381029
12/13/15,457574
12/12/15,387377
12/11/15,403387
12/10/15,414210
12/9/15,374956
12/8/15,340611
12/7/15,374142
12/6/15,374142
12/5/15,426997
12/4/15,317811
12/3/15,339855
12/2/15,365897
12/1/15,384237
11/30/15,269023
11/29/15,349162
11/28/15,284894
11/27/15,319759
11/26/15,307690
11/25/15,307413
11/24/15,324317
11/23/15,265164
11/22/15,334688
11/21/15,298609
11/20/15,297379
11/19/15,328378
11/18/15,321631
11/17/15,310746
11/16/15,301039
11/15/15,348007
11/14/15,299301
11/13/15,301266
11/12/15,340384
11/11/15,295638
11/10/15,310788
11/9/15,333196
11/8/15,317500
11/7/15,354664
11/6/15,374641
11/5/15,392233
11/4/15,360192
11/3/15,298505
11/2/15,305108
11/1/15,318120
10/31/15,298795
10/30/15,297971
10/29/15,274092
10/28/15,282636
10/27/15,277058
10/26/15,278147
10/25/15,323968
10/24/15,281281
10/23/15,289944
10/22/15,309724
10/21/15,290886
10/20/15,266086
10/19/15,274902
10/18/15,274902
10/17/15,313859
10/16/15,275882
10/15/15,307247
10/14/15,228578
10/13/15,235683
10/12/15,232117
10/11/15,234919
10/10/15,278854
10/9/15,211096
10/8/15,265540
10/7/15,239250
10/6/15,249199
10/5/15,226632
10/4/15,261675
10/3/15,234800
10/2/15,254192
10/1/15,247211
9/30/15,272223
9/29/15,267985
9/28/15,246314
9/27/15,251247
9/26/15,255255
9/25/15,239053
9/24/15,250674
9/23/15,327724
9/22/15,285612
9/21/15,264443
9/20/15,230379
9/19/15,273195
9/18/15,250985
9/17/15,261990
9/16/15,263932
9/15/15,234525
9/14/15,279964
9/13/15,258271
9/12/15,252398
9/11/15,235288
9/10/15,265428
9/9/15,280276
9/8/15,238459
9/7/15,253777
9/6/15,284893
9/5/15,209983
9/4/15,249811
9/3/15,230707
9/2/15,272866
9/1/15,238504
8/31/15,229116
8/30/15,250584
8/29/15,243840
8/28/15,232198
8/27/15,243215
8/26/15,245539
8/25/15,237850
8/24/15,247407
8/23/15,259239
8/22/15,235230
8/21/15,222182
8/20/15,247961
8/19/15,244699
8/18/15,230212
8/17/15,228284
8/16/15,228284
8/15/15,245458
8/14/15,220370
8/13/15,226126
8/12/15,232055
8/11/15,227498
8/10/15,220994
8/9/15,218499
8/8/15,233508
8/7/15,242234
8/6/15,247781
8/5/15,250494
8/4/15,265834
8/3/15,226079
8/2/15,248553
8/1/15,275871
7/31/15,232699
