Date,Value
5/2/16,191430
5/1/16,215712
4/30/16,261884
4/29/16,247958
4/28/16,239435
4/27/16,250744
4/26/16,217564
4/25/16,183155
4/24/16,185216
4/23/16,210976
4/22/16,212795
4/21/16,216780
4/20/16,227795
4/19/16,203165
4/18/16,191478
4/17/16,192621
4/16/16,216850
4/15/16,230281
4/14/16,222711
4/13/16,240200
4/12/16,217378
4/11/16,181662
4/10/16,207555
4/9/16,215441
4/8/16,219915
4/7/16,218585
4/6/16,216684
4/5/16,200979
4/4/16,176722
4/3/16,196651
4/2/16,203811
4/1/16,208976
3/31/16,207906
3/30/16,191841
3/29/16,181300
3/28/16,161486
3/27/16,162398
3/26/16,173609
3/25/16,194985
3/24/16,187877
3/23/16,210488
3/22/16,189228
3/21/16,175963
3/20/16,188863
3/19/16,203578
3/18/16,206973
3/17/16,215973
3/16/16,197677
3/15/16,197677
3/14/16,187401
3/13/16,141116
3/12/16,193874
3/11/16,192611
3/10/16,187623
3/9/16,193929
3/8/16,183530
3/7/16,171486
3/6/16,238117
3/5/16,212104
3/4/16,221257
3/3/16,276448
3/2/16,260619
3/1/16,265695
2/29/16,224697
2/28/16,182423
2/27/16,209880
2/26/16,218699
2/25/16,225112
2/24/16,246578
2/23/16,224964
2/22/16,209276
2/21/16,225259
2/20/16,215552
2/19/16,212765
2/18/16,227403
2/17/16,218780
2/16/16,207397
2/15/16,188927
2/14/16,190560
2/13/16,202906
2/12/16,227463
2/11/16,233941
2/10/16,230799
2/9/16,220559
2/8/16,212134
2/7/16,232752
2/6/16,215910
2/5/16,201065
2/4/16,200087
2/3/16,231998
2/2/16,221764
2/1/16,168625
1/31/16,209984
1/30/16,222622
1/29/16,231454
1/28/16,226385
1/27/16,236175
1/26/16,210592
1/25/16,193572
1/24/16,200913
1/23/16,226106
1/22/16,210240
1/21/16,196033
1/20/16,205735
1/19/16,213934
1/18/16,192731
1/17/16,190301
1/16/16,185105
1/15/16,183390
1/14/16,191628
1/13/16,196656
1/12/16,179771
1/11/16,164687
1/10/16,178374
1/9/16,190001
1/8/16,177873
1/7/16,177478
1/6/16,187012
1/5/16,170176
1/4/16,141064
1/3/16,142904
1/2/16,123623
1/1/16,164132
12/31/15,181836
12/30/15,187040
12/29/15,166837
12/28/15,156554
12/27/15,170904
12/26/15,184124
12/25/15,227189
12/24/15,221289
12/23/15,223130
12/22/15,222112
12/21/15,191441
12/20/15,216944
12/19/15,214387
12/18/15,219600
12/17/15,222531
12/16/15,227706
12/15/15,221499
12/14/15,186151
12/13/15,211456
12/12/15,211198
12/11/15,211452
12/10/15,222503
12/9/15,192097
12/8/15,185788
12/7/15,179777
12/6/15,179777
12/5/15,200213
12/4/15,170317
12/3/15,177277
12/2/15,184404
12/1/15,172183
11/30/15,130758
11/29/15,171602
11/28/15,156739
11/27/15,164730
11/26/15,152463
11/25/15,150056
11/24/15,142698
11/23/15,126564
11/22/15,158852
11/21/15,155128
11/20/15,154561
11/19/15,168587
11/18/15,158254
11/17/15,150942
11/16/15,138467
11/15/15,156065
11/14/15,156988
11/13/15,154219
11/12/15,171159
11/11/15,154030
11/10/15,152795
11/9/15,134785
11/8/15,161595
11/7/15,165214
11/6/15,189326
11/5/15,211121
11/4/15,178027
11/3/15,159656
11/2/15,156648
11/1/15,155292
10/31/15,164938
10/30/15,165622
10/29/15,154774
10/28/15,141609
10/27/15,126041
10/26/15,128209
10/25/15,140827
10/24/15,146222
10/23/15,149891
10/22/15,161031
10/21/15,138080
10/20/15,136583
10/19/15,120858
10/18/15,120858
10/17/15,139308
10/16/15,143885
10/15/15,157228
10/14/15,136259
10/13/15,133757
10/12/15,126927
10/11/15,105878
10/10/15,128618
10/9/15,119490
10/8/15,139590
10/7/15,139516
10/6/15,142346
10/5/15,117528
10/4/15,100858
10/3/15,132880
10/2/15,135941
10/1/15,135885
9/30/15,141351
9/29/15,139440
9/28/15,130885
9/27/15,107256
9/26/15,130740
9/25/15,124822
9/24/15,134964
9/23/15,136822
9/22/15,124667
9/21/15,105933
9/20/15,117999
9/19/15,188330
9/18/15,241346
9/17/15,169059
9/16/15,165993
9/15/15,163531
9/14/15,139320
9/13/15,153538
9/12/15,165288
9/11/15,122783
9/10/15,128619
9/9/15,126751
9/8/15,119041
9/7/15,106101
9/6/15,137427
9/5/15,95408
9/4/15,137446
9/3/15,137743
9/2/15,140970
9/1/15,117985
8/31/15,92338
8/30/15,113722
8/29/15,121692
8/28/15,116334
8/27/15,125549
8/26/15,125060
8/25/15,117026
8/24/15,93783
8/23/15,107795
8/22/15,116311
8/21/15,116834
8/20/15,122864
8/19/15,120131
8/18/15,108249
8/17/15,86583
8/16/15,86583
8/15/15,106119
8/14/15,107950
8/13/15,118336
8/12/15,115754
8/11/15,116923
8/10/15,110686
8/9/15,88425
8/8/15,104420
8/7/15,124658
8/6/15,132494
8/5/15,130246
8/4/15,132719
8/3/15,118560
8/2/15,98976
8/1/15,163175
7/31/15,133640
