timestamp,date,open,high,low,close,volume
1442707200,9/20/15,0.879011,0.956153,0.867317,0.940484,216920.9665
1442793600,9/21/15,0.934173,0.973697,0.875502,0.926888,191937.0155
1442880000,9/22/15,0.927016,0.927016,0.80588,0.89861,127822.9973
1442966400,9/23/15,0.902453,0.923302,0.887613,0.892666,65917.94395
1443052800,9/24/15,0.897471,0.916508,0.791614,0.818153,362220.5925
1443139200,9/25/15,0.816132,0.827408,0.68233,0.744826,472520.2946
1443225600,9/26/15,0.744148,0.803806,0.7,0.803804,259257.672
1443312000,9/27/15,0.793982,0.794498,0.721329,0.725627,160650.5585
1443398400,9/28/15,0.731745,0.736282,0.550569,0.581666,924002.1014
1443484800,9/29/15,0.578141,0.708119,0.5,0.658842,687601.0783
1443571200,9/30/15,0.668324,0.757687,0.50475,0.740883,391715.3932
1443657600,10/1/15,0.727296,0.739813,0.65454,0.677144,232167.4501
1443744000,10/2/15,0.674831,0.698479,0.652141,0.682485,131842.1316
1443830400,10/3/15,0.682492,0.716772,0.674212,0.685901,71434.23243
1443916800,10/4/15,0.685371,0.702326,0.60954,0.672345,46002.09145
1444003200,10/5/15,0.668467,0.690661,0.60777,0.631362,99388.80472
1444089600,10/6/15,0.628818,0.664024,0.599881,0.6515,137846.4045
1444176000,10/7/15,0.652798,0.676712,0.599414,0.611409,122445.7166
1444262400,10/8/15,0.61383,0.673095,0.590948,0.656345,173756.2472
1444348800,10/9/15,0.656534,0.7049,0.632283,0.650077,227516.6932
1444435200,10/10/15,0.646365,0.65678,0.623007,0.630832,62669.67358
1444521600,10/11/15,0.630972,0.6435,0.617283,0.641096,50318.93758
1444608000,10/12/15,0.637238,0.664568,0.624091,0.632292,49519.95063
1444694400,10/13/15,0.632072,0.636277,0.596597,0.617358,174097.9135
1444780800,10/14/15,0.615276,0.618698,0.480548,0.523063,566537.0673
1444867200,10/15/15,0.523145,0.580468,0.513063,0.56128,202691.6711
1444953600,10/16/15,0.561253,0.575768,0.520359,0.535085,133572.5286
1445040000,10/17/15,0.535176,0.565854,0.52001,0.548888,157427.9077
1445126400,10/18/15,0.549591,0.571263,0.505,0.525113,69434.58865
1445212800,10/19/15,0.52368,0.528525,0.480718,0.492553,129871.0899
1445299200,10/20/15,0.490147,0.507479,0.429222,0.437684,283903.8956
1445385600,10/21/15,0.433256,0.502251,0.412794,0.450221,370167.1293
1445472000,10/22/15,0.448088,0.643749,0.420989,0.571714,546651.136
1445558400,10/23/15,0.571201,0.644763,0.501362,0.548374,690574.2357
1445644800,10/24/15,0.550036,0.587837,0.51,0.571572,138731.5501
1445731200,10/25/15,0.570075,0.696471,0.55693,0.616535,420233.2493
1445817600,10/26/15,0.620377,0.773751,0.59703,0.740341,717622.5222
1445904000,10/27/15,0.737306,0.920033,0.70117,0.884359,1101300.974
1445990400,10/28/15,0.876964,1.095813,0.80537,1.023036,1392417.93
1446076800,10/29/15,1.02312,1.237935,0.943039,1.220257,1437392.837
1446163200,10/30/15,1.19,1.356592,0.942063,1.051375,1560543.75
1446249600,10/31/15,1.053514,1.080029,0.86764,0.912596,434775.8044
1446336000,11/1/15,0.919085,1.095536,0.884635,1.066085,340596.2445
1446422400,11/2/15,1.072217,1.116471,0.951009,1.011862,702119.7552
1446508800,11/3/15,1.006952,1.145764,0.84254,1.014804,1165825.96
1446595200,11/4/15,1.017659,1.056348,0.682244,0.889385,2423897.4
1446681600,11/5/15,0.900359,1.04292,0.82634,0.892989,884170.7327
1446768000,11/6/15,0.895268,1.007059,0.79,0.933999,654724.842
1446854400,11/7/15,0.942522,0.964621,0.844041,0.93144,419112.7988
1446940800,11/8/15,0.911214,1.042674,0.8945,1.029893,534783.1235
1447027200,11/9/15,1.03101,1.129968,0.89,0.999153,1408311.422
1447113600,11/10/15,1.004976,1.052281,0.907743,0.937793,536041.7049
1447200000,11/11/15,0.942533,0.951765,0.69437,0.794628,694652.6236
1447286400,11/12/15,0.791761,0.927237,0.748541,0.900851,469941.309
1447372800,11/13/15,0.90519,0.935531,0.83975,0.908448,292860.6676
1447459200,11/14/15,0.8983,0.910994,0.86814,0.889233,114727.1928
1447545600,11/15/15,0.894752,0.926648,0.86737,0.90205,180443.31
1447632000,11/16/15,0.902282,0.955232,0.879135,0.929571,329496.4047
1447718400,11/17/15,0.928669,1.047037,0.908307,1.001352,701074.3161
1447804800,11/18/15,0.999624,1.019419,0.93453,0.996579,399627.5457
1447891200,11/19/15,0.995065,1.01582,0.93,0.955372,171540.0992
1447977600,11/20/15,0.957883,0.957883,0.882165,0.932329,249817.9471
1448064000,11/21/15,0.931847,0.993375,0.911518,0.975339,216179.31
1448150400,11/22/15,0.981856,0.986994,0.94,0.968713,134898.6784
1448236800,11/23/15,0.966318,0.973875,0.9194,0.947786,238603.9222
1448323200,11/24/15,0.949915,0.955311,0.867337,0.895101,218124.1211
1448409600,11/25/15,0.895303,0.91265,0.84319,0.863316,353459.1266
1448496000,11/26/15,0.863397,0.914326,0.781872,0.883865,552306.6409
1448582400,11/27/15,0.884002,0.913987,0.846941,0.874377,188006.0262
1448668800,11/28/15,0.874823,0.937078,0.860941,0.913566,233751.8259
1448755200,11/29/15,0.913532,0.915778,0.85,0.872005,281348.8485
1448841600,11/30/15,0.877505,0.903295,0.834612,0.869257,443330.7925
1448928000,12/1/15,0.869434,0.894642,0.84232,0.870866,226818.4147
1449014400,12/2/15,0.870414,0.876414,0.84632,0.860624,34683.28359
1449100800,12/3/15,0.81117,0.840187,0.768927,0.808982,258741.0498
1449187200,12/4/15,0.809241,0.868308,0.794418,0.836453,166326.0222
1449273600,12/5/15,0.838552,0.880035,0.815369,0.854403,137367.9943
1449360000,12/6/15,0.854895,0.885999,0.821925,0.824246,255589.6921
1449446400,12/7/15,0.829363,0.862722,0.783092,0.80309,293907.1746
1449532800,12/8/15,0.804692,0.898,0.778412,0.818455,206172.3479
1449619200,12/9/15,0.825068,0.84268,0.761,0.790876,340810.5511
1449705600,12/10/15,0.794868,0.870897,0.77973,0.837261,192023.8345
1449792000,12/11/15,0.8419,0.954617,0.77,0.944256,462392.7937
1449878400,12/12/15,0.944108,1.039968,0.9,0.97682,743988.5865
1449964800,12/13/15,0.968687,0.995812,0.88355,0.954306,156649.8943
1450051200,12/14/15,0.959996,1.021441,0.944648,0.990162,248530.709
1450137600,12/15/15,0.989949,1.037416,0.96,1.008335,311172.6668
1450224000,12/16/15,1.014141,1.029171,0.8,0.992867,155572.3913
1450310400,12/17/15,1.00243,1.00445,0.900989,0.949262,255031.1025
1450396800,12/18/15,0.944448,0.950318,0.903339,0.917531,160661.4596
1450483200,12/19/15,0.913369,0.922788,0.878709,0.90097,136452.5047
1450569600,12/20/15,0.901075,0.958078,0.893684,0.902315,241015.9038
1450656000,12/21/15,0.900716,1.065,0.876398,0.902025,221263.3691
1450742400,12/22/15,0.893225,0.99989,0.860507,0.867904,202516.0893
1450828800,12/23/15,0.866227,0.886933,0.841443,0.855326,107044.2506
1450915200,12/24/15,0.855115,0.885614,0.833254,0.859094,142531.9425
1451001600,12/25/15,0.859111,0.883384,0.854751,0.870437,50091.6834
1451088000,12/26/15,0.870563,0.901405,0.838406,0.851039,211518.3687
1451174400,12/27/15,0.853329,0.868627,0.836999,0.853563,68162.50149
1451260800,12/28/15,0.853365,0.89112,0.826668,0.842615,122385.591
1451347200,12/29/15,0.851031,0.88999,0.826608,0.871508,61452.88428
1451433600,12/30/15,0.871447,0.956099,0.857346,0.91332,316274.0428
1451520000,12/31/15,0.913771,0.988916,0.905352,0.929594,317654.1708
1451606400,1/1/16,0.931493,0.957296,0.91838,0.944695,77988.7105
1451692800,1/2/16,0.944954,0.96724,0.930592,0.931646,95715.91705
1451779200,1/3/16,0.931532,0.994892,0.924718,0.962863,160716.5556
1451865600,1/4/16,0.962967,0.974653,0.911655,0.944515,138968.3263
1451952000,1/5/16,0.943795,0.973155,0.84158,0.950312,86741.99575
1452038400,1/6/16,0.95045,0.96453,0.930239,0.949487,120223.1782
1452124800,1/7/16,0.949838,0.985561,0.924433,0.939393,325013.6773
1452211200,1/8/16,0.93898,0.999702,0.934565,0.986394,287047.639
1452297600,1/9/16,0.985312,0.998,0.96536,0.982706,118223.933
1452384000,1/10/16,0.983664,1.011435,0.967903,0.998442,170324.4871
1452470400,1/11/16,0.998459,1.08,0.99246,1.061117,591409.2
1452556800,1/12/16,1.061871,1.300832,1.040144,1.145051,1815193.549
1452643200,1/13/16,1.124305,1.159823,1.064412,1.121222,527899.7196
1452729600,1/14/16,1.125564,1.203937,1.088988,1.195613,353172.2773
1452816000,1/15/16,1.196754,1.338597,1.143665,1.201635,2739886.288
1452902400,1/16/16,1.206862,1.32,1.147317,1.221444,1709707.709
1452988800,1/17/16,1.214584,1.332332,1.192805,1.326163,694403.4803
1453075200,1/18/16,1.323017,1.54999,1.303624,1.420238,3425604.973
1453161600,1/19/16,1.420369,1.46051,1.27035,1.368294,1391382.795
1453248000,1/20/16,1.36846,1.641468,1.28409,1.540383,1812595.666
1453334400,1/21/16,1.533868,1.592802,1.41983,1.557046,868056.7438
1453420800,1/22/16,1.55472,1.66,1.452422,1.502535,1091771.03
1453507200,1/23/16,1.503299,2.070221,1.486814,1.944106,4678445.312
1453593600,1/24/16,1.941387,2.308005,1.6,2.129733,6842563.173
1453680000,1/25/16,2.144738,2.87999,2.05,2.491407,6852003.491
1453766400,1/26/16,2.49097,2.898641,1.846659,2.269501,10694313.52
1453852800,1/27/16,2.270031,2.79999,1.878,2.399987,4885971.353
1453939200,1/28/16,2.393513,2.65635,2.285833,2.538157,3342298.254
1454025600,1/29/16,2.537573,2.623613,2.21,2.518798,4598179.535
1454112000,1/30/16,2.503558,2.613385,2.388288,2.444717,2213797.022
1454198400,1/31/16,2.446147,2.539547,2.171271,2.300399,3961864.668
1454284800,2/1/16,2.312863,2.314661,2.03222,2.207519,2347308.122
1454371200,2/2/16,2.210959,2.44654,2.12,2.422328,1983191.033
1454457600,2/3/16,2.422024,2.543994,2.30127,2.527691,2089169.856
1454544000,2/4/16,2.527747,2.7,2.42369,2.563336,2410114.238
1454630400,2/5/16,2.551946,2.609018,2.452876,2.538234,1606137.123
1454716800,2/6/16,2.540077,2.572247,2.437343,2.525499,1098383.804
1454803200,2/7/16,2.535147,3.077448,2.51,2.955699,4166734.016
1454889600,2/8/16,2.967414,3.279783,2.75,3.162341,5929382.731
1454976000,2/9/16,3.165201,4.055333,3.13501,4.015012,10614304.26
1455062400,2/10/16,4.058863,4.9,3.5,4.473715,19960570.16
1455148800,2/11/16,4.450456,6.511399,4.14589,6.028252,16468721.05
1455235200,2/12/16,5.991955,6.716723,5.022373,5.660703,14898143.37
1455321600,2/13/16,5.66537,5.848581,4.110405,5.391959,16677455.76
1455408000,2/14/16,5.413094,5.513996,4.366957,5.307916,6801244.052
1455494400,2/15/16,5.2,6.025763,4.5,5.307733,9098488.815
1455580800,2/16/16,5.313553,5.521398,3.903997,4.332107,9890564.262
1455667200,2/17/16,4.333237,4.853319,3.466327,3.779386,9881381.024
1455753600,2/18/16,3.781049,5.150146,3.341594,4.424102,11766696.55
1455840000,2/19/16,4.392787,4.825389,4.15,4.713725,4262990.499
1455926400,2/20/16,4.717868,4.767336,4.01,4.358237,5726650.303
1456012800,2/21/16,4.373519,4.747126,4.2,4.658049,3561139.924
1456099200,2/22/16,4.664519,5.71427,4.5,5.697703,8572877.109
1456185600,2/23/16,5.690223,6.041266,5.328597,5.619469,8837126.057
1456272000,2/24/16,5.605983,6.317764,5.434259,6.253785,7194054.342
1456358400,2/25/16,6.231148,6.711921,4.868,6.046828,15253288.62
1456444800,2/26/16,6.041897,6.28726,5.627877,5.928592,5412084.075
1456531200,2/27/16,5.939174,6.542471,5.75,6.412452,6411592.016
1456617600,2/28/16,6.37765,6.790109,6.15177,6.451696,6778707.907
1456704000,2/29/16,6.449949,6.673449,6,6.306279,5079412.272
1456790400,3/1/16,6.312168,7.988869,6.243252,7.659984,14783525.91
1456876800,3/2/16,7.660713,8.827406,7.04003,8.443307,20859723.39
1456963200,3/3/16,8.412225,10.078141,8.255714,9.294581,35726477.95
1457049600,3/4/16,9.249187,10.494019,8.27,10.233057,32087505.58
1457136000,3/5/16,10.03,12.304685,9.62786,10.972712,49968593.27
1457222400,3/6/16,10.973266,11.896335,9.478876,11.3263,32630686.92
1457308800,3/7/16,11.10026,11.7,9.168464,9.459726,27884758.24
1457395200,3/8/16,9.487,10.893,8.614,9.724941,14612118.31
1457481600,3/9/16,9.723299,12.09831,9.592443,11.823994,21218474.77
1457568000,3/10/16,11.55004,12.226341,10.65,11.288944,23654988.14
1457654400,3/11/16,11.305758,11.95,10.333403,11.073564,19220310.53
1457740800,3/12/16,11.108833,14,11.03001,13.469846,45097390.47
1457827200,3/13/16,13.456552,15.315838,12.5,14.376487,43549178.98
1457913600,3/14/16,14.39799,15.185483,10.288104,12.45616,53845297.55
1458000000,3/15/16,12.567185,13.44874,11.781569,12.973414,22197477.28
1458086400,3/16/16,12.978473,13.747756,12.398242,12.457746,21261377.35
1458172800,3/17/16,12.4672,12.632037,10.40282,11.044742,37897089.12
1458259200,3/18/16,11.047286,11.284998,8.181758,11.066424,43889186.45
1458345600,3/19/16,11.057445,11.194554,9.719894,10.50843,22272199.74
1458432000,3/20/16,10.496386,10.884724,9.489073,10.250536,15956010.11
1458518400,3/21/16,10.247792,12.001498,10.067688,11.856864,26552285.85
1458604800,3/22/16,11.82816,12.110864,11.049678,11.243809,19229761.88
1458691200,3/23/16,11.242114,12.474109,11.057689,12.39741,18004737.25
1458777600,3/24/16,12.40924,12.511752,10.738991,11.193027,24352931.27
1458864000,3/25/16,11.191984,11.374769,10.471843,10.675799,13295582.61
1458950400,3/26/16,10.705112,11.358505,10.554724,10.969573,9100138.775
1459036800,3/27/16,10.959277,11.09349,10.067368,10.427725,15558043.43
1459123200,3/28/16,10.403604,11.839702,10.340142,11.661436,21417326.18
1459209600,3/29/16,11.664812,11.890616,11.28954,11.618509,16127973.99
1459296000,3/30/16,11.619151,12.148475,11.307343,11.885563,18338919.18
1459382400,3/31/16,11.890652,12.13,11.286226,11.408375,15418159.75
1459468800,4/1/16,11.405614,11.853977,10.886918,11.639938,12225411.37
1459555200,4/2/16,11.638725,11.722326,11.3559,11.606907,7112420.08
1459641600,4/3/16,11.596335,11.696203,11.444838,11.591215,5530829.026
1459728000,4/4/16,11.605879,11.653076,10.956516,11.111657,10253974.67
1459814400,4/5/16,11.106639,12.503081,10.060001,10.445789,20933979.55
1459900800,4/6/16,10.438668,10.964865,10.232153,10.654155,13690169.51
1459987200,4/7/16,10.650376,10.792734,9.872503,10.092258,13715453.36
1460073600,4/8/16,10.087884,10.356492,9.465302,9.695002,15373516.03
1460160000,4/9/16,9.683721,10.091998,9.00001,9.105499,16421989
1460246400,4/10/16,9.107925,9.200333,7.471466,8.923433,40266432.38
1460332800,4/11/16,8.922236,8.929392,7.951138,8.668336,14364385.44
1460419200,4/12/16,8.662078,8.676439,7.170211,7.446711,22456191.73
1460505600,4/13/16,7.456136,8.70807,6.905938,8.070329,28488374.64
1460592000,4/14/16,8.06012,8.838309,8.012297,8.407796,12971505.08
1460678400,4/15/16,8.45,8.764205,8.03361,8.256403,10949834.85
1460764800,4/16/16,8.25697,8.697198,8.10001,8.611556,8043146.92
1460851200,4/17/16,8.622567,10.899,8.538606,9.333169,21208214.59
1460937600,4/18/16,9.29,9.55,8.457594,9.053819,18990636.42
1461024000,4/19/16,9,9.339592,8.599509,8.715973,11438837.08
1461110400,4/20/16,8.7401,9.04,8.235634,8.494515,14282789.21
1461196800,4/21/16,8.496895,8.799,7.97376,8.18718,11533232.3
1461283200,4/22/16,8.176329,8.409,7.665398,7.830038,11810224.7
1461369600,4/23/16,7.82603,8.8,7.724373,8.300444,12682758.02
1461456000,4/24/16,8.276459,8.535797,7.81001,8.029375,8812797.775
1461542400,4/25/16,8.023691,8.144259,7.244759,7.552115,16691514.65
1461628800,4/26/16,7.539516,7.59032,7.039585,7.402052,15227151.7
1461715200,4/27/16,7.429,8.026469,7.314,7.753759,18263385.09
1461801600,4/28/16,7.756004,7.88461,7.132082,7.167555,10460543.67
1461888000,4/29/16,7.194922,7.737126,7.152672,7.456475,7403563.21
1461974400,4/30/16,7.45647,9.420272,7.456271,8.810066,32249373.28
1462060800,5/1/16,8.772876,9.1,8.3503,8.89674,14008812.93
1462147200,5/2/16,8.83942,10.424536,8.836298,10.1563,35261336.95
1462233600,5/3/16,10.105614,10.172594,9.079365,9.301896,16777464.56
1462320000,5/4/16,9.302918,10.080473,9.232331,9.41883,13168136.91
1462406400,5/5/16,9.41381,10.103003,9.246046,9.826166,13884086.1
1462492800,5/6/16,9.79,9.989848,8.854504,9.352254,17955541.45
1462579200,5/7/16,9.354625,9.644,9.184159,9.416532,8141846.286
1462665600,5/8/16,9.413893,9.682918,8.8,9.482115,11553612.33
1462752000,5/9/16,9.5,12,9.125775,9.300253,10581548.65
1462838400,5/10/16,9.36,9.95,9.214584,9.416097,7303329.183
1462924800,5/11/16,9.410363,10.02681,9.371207,9.980279,12391692.5
1463011200,5/12/16,9.93,11.1,9.79,10.04659,20119573.26
1463097600,5/13/16,10.035958,11.1,9.984333,10.512007,26446433.26
1463184000,5/14/16,10.518376,10.98,9.689807,10.234949,17016387.21
1463270400,5/15/16,10.251366,10.59,9.901,9.967245,8957164.401
1463356800,5/16/16,9.968,11.560995,9.954997,11.149641,26385456.03
1463443200,5/17/16,11.12,12.577746,11.04392,12.186348,33958830.29
1463529600,5/18/16,12.162,14.29879,12.13379,13.466024,59192115.2
1463616000,5/19/16,13.532,14.792852,13.1917,14.693555,50235778.35
1463702400,5/20/16,14.617757,15.031826,13.26026,13.600929,46317926.43
1463788800,5/21/16,13.558251,14.091599,12.883,14.017276,22342608.71
1463875200,5/22/16,14.05,14.400483,13.667,14.252872,16639232.67
1463961600,5/23/16,14.190759,14.540775,13.176168,13.444005,20675971.08
1464048000,5/24/16,13.38,13.81299,11.888808,12.743605,37225883.3
1464134400,5/25/16,12.843389,13.14,11.719751,12.524465,24550041.47
1464220800,5/26/16,12.511766,13.06,12.029979,12.424836,19898061.87
1464307200,5/27/16,12.499,12.499,10.448,11.407535,51946031.22
1464393600,5/28/16,11.404067,12.582268,10.289612,12.094823,41513595.78
1464480000,5/29/16,11.985,12.805509,11.700996,12.432996,25313823.44
1464566400,5/30/16,12.455443,13.238714,12.11001,12.710863,13585889.98
1464652800,5/31/16,12.639011,14.372819,12.5,14.069033,38882143.43
1464739200,6/1/16,14.131,14.373625,13.409917,14.043106,19929221.98
1464825600,6/2/16,14.104526,14.210388,13.562733,13.815987,10458592.73
1464912000,6/3/16,14.03,14.15,13.084003,13.848301,21348417.96
1464998400,6/4/16,14.002298,14.01,13.36474,13.732788,16004327.22
1465084800,6/5/16,13.787,14.069083,13.428154,13.995421,10608750.4
1465171200,6/6/16,13.8,14.216266,13.700688,13.952231,8294236.736
1465257600,6/7/16,13.949,14.697,13.761,14.575512,19789152.93
1465344000,6/8/16,14.583806,14.869149,14.261341,14.47823,16230860.39
1465430400,6/9/16,14.436415,14.700993,14.302425,14.388326,7345931.306
1465516800,6/10/16,14.494,14.73,13.802897,13.916291,11055400.82
1465603200,6/11/16,13.976828,14.357718,13.724613,14.314914,11362289.43
1465689600,6/12/16,14.29451,15.9,14.102447,15.732253,33828476.3
1465776000,6/13/16,15.792814,17.890524,15,17.626741,31774052.99
1465862400,6/14/16,17.678984,19.447222,17.067743,18.953402,54184712.66
1465948800,6/15/16,18.779213,19.001257,17.621858,18.332492,17538382.12
1466035200,6/16/16,18.385865,21.19,18.373822,20.641805,32950605.9
1466121600,6/17/16,20.48966,21.580068,12.942245,15.323046,183716022.8
1466208000,6/18/16,15.448139,15.455559,9.88299,11.299585,130928094.7
1466294400,6/19/16,11.3,13.263284,10.55,12.269191,67429597.02
1466380800,6/20/16,12.25786,13.89683,10.473951,11.807515,89561580.41
1466467200,6/21/16,11.44,13.519673,10.420204,13.148049,67839186.74
1466553600,6/22/16,13.246138,15.829818,12.93141,13.376769,148503214.1
1466640000,6/23/16,13.442238,13.973206,12.483854,13.697489,31857853.86
1466726400,6/24/16,13.770366,14.617369,13.008131,14.342149,30540297.59
1466812800,6/25/16,14.386,14.836,13.949135,14.229145,14870106.99
1466899200,6/26/16,14.33,14.51,13.544,13.788039,14003278.92
1466985600,6/27/16,13.789994,15.72,13.599625,14.038939,10446007.61
1467072000,6/28/16,14.055993,15.16,11.455983,12.151158,40472826.39
1467158400,6/29/16,12.112744,13.058375,11.579431,12.590965,23343257.33
1467244800,6/30/16,12.584175,12.98,12.154397,12.43784,14768233.64
1467331200,7/1/16,12.454,12.54,11.682374,12.234359,16928205.44
1467417600,7/2/16,12.217999,12.33,11.85011,12.132583,8916984.317
1467504000,7/3/16,12.095869,12.160839,11.520698,11.74753,9875519.273
1467590400,7/4/16,11.752306,11.99,11.189529,11.456055,12787560.71
1467676800,7/5/16,11.411716,11.56442,9.33872,10.574221,39287329.62
1467763200,7/6/16,10.58,11.84,10.226054,10.534741,17061593.27
1467849600,7/7/16,10.578,10.669,9.650465,10.093357,15253308.65
1467936000,7/8/16,10.071132,11.59999,9.912,11.358587,18719608.06
1468022400,7/9/16,11.372709,11.55,10.538502,10.953082,14701961.73
1468108800,7/10/16,11,11.3,10.725229,10.958927,5700512.925
1468195200,7/11/16,10.950348,11.13,10.182156,10.436438,13053762.91
1468281600,7/12/16,10.501,11.35,10.284835,10.51783,10076064.28
1468368000,7/13/16,10.527457,10.77,10.375012,10.509475,7660169.326
1468454400,7/14/16,10.484002,11.710794,10.467711,11.527033,26072859.45
1468540800,7/15/16,11.524997,12.536674,11.488292,11.977947,38202254.97
1468627200,7/16/16,11.990225,12.011702,11.560142,11.695091,20201915.09
1468713600,7/17/16,11.576642,11.702697,11.01717,11.207108,28994228.13
1468800000,7/18/16,11.171098,11.654121,10.960833,11.044686,22181845.58
1468886400,7/19/16,11.031101,12.097759,11.005114,11.642981,29515690.63
1468972800,7/20/16,11.622503,13.031821,11.572061,12.472239,70608787.92
1469059200,7/21/16,12.459246,12.763455,12.000435,12.672629,35527300.08
1469145600,7/22/16,12.653706,14.94225,12.552331,14.684994,80179463.03
1469232000,7/23/16,14.702191,14.940964,14.023409,14.311622,39443244.86
1469318400,7/24/16,14.330307,14.49137,12.196551,12.765109,83459190.67
1469404800,7/25/16,12.753406,13.869776,12.662249,13.82274,41219803.09
1469491200,7/26/16,13.845893,13.906094,11.678071,12.099298,91154759.38
1469577600,7/27/16,11.86951,13.481503,11.828627,12.997745,53818471.22
1469664000,7/28/16,13.009048,13.033706,12.111921,12.85101,24157926.52
1469750400,7/29/16,12.830172,12.935631,12.454935,12.784238,16844040.76
1469836800,7/30/16,12.794484,12.823278,12.443275,12.447994,14600120.87
1469923200,7/31/16,12.449752,12.549685,11.502053,11.878553,26485958.36
1470009600,8/1/16,11.878395,12.078858,10.908592,10.951034,25930342.67
1470096000,8/2/16,10.960988,11.174314,7.42514,8.681501,80642180.3
1470182400,8/3/16,8.611961,10.523799,8.538032,10.347536,45529106.19
1470268800,8/4/16,10.332883,11.509107,10.16559,11.117982,32875798.57
1470355200,8/5/16,11.106932,11.524439,10.677985,10.983889,14950729.2
1470441600,8/6/16,10.959759,11.050631,10.260485,10.908911,13803504.2
1470528000,8/7/16,10.89249,11.194265,10.784097,10.933538,11603633.08
1470614400,8/8/16,10.929395,11.459099,10.862749,11.26867,13278341.65
1470700800,8/9/16,11.259769,12.50177,11.201031,12.188774,31415547.53
1470787200,8/10/16,12.191013,12.507515,11.932713,12.145247,27443683.1
1470873600,8/11/16,12.132835,12.291087,11.616357,11.696917,18849285.86
1470960000,8/12/16,11.690754,12.084534,11.609663,11.747246,16692666.06
1471046400,8/13/16,11.76448,11.94,11.354206,11.56016,6781175.594
1471132800,8/14/16,11.62,11.75,11.066792,11.215474,7916054.795
1471219200,8/15/16,11.28,11.45,10.924827,11.232724,6320164.303
1471305600,8/16/16,11.209704,11.32,10.93,11.10623,6071212.285
1471392000,8/17/16,11.196,11.26,10.663862,10.736208,8547746.492
1471478400,8/18/16,10.74103,11.19,10.69,10.731326,6089466.29
1471564800,8/19/16,10.77,10.91,10.611,10.724089,4165383.159
1471651200,8/20/16,10.71908,11.39,10.68,11.241861,6580607.919
1471737600,8/21/16,11.3,11.31,10.837478,11.21,4257162.448
1471824000,8/22/16,11.17,11.47,10.990656,11.101454,6434441.442
