timestamp,open,high,low,close,volume
1420070400,321.845888,322.26,313.25,313.81,2940529.09
1420156800,314.54,319.99999,312,315.42,2341503.362
1420243200,315.617764,316.58,278.296672,280.353722,20905277.67
1420329600,279.591651,288.937056,255.336607,264.19,33944350.15
1420416000,264.212689,280.430165,263.75,274.84,17840380.03
1420502400,274.84,291.94,265,288.43,10562751.32
1420588800,288.36,303.33,284,297.99,9883528.871
1420675200,297.89,360,265.52,283.21,10590405.02
1420761600,283.99,297.319265,280.4,291.134176,11801284.55
1420848000,291.419158,294.05,273.509913,275.796364,16367044.72
1420934400,275.797513,281.69,265.118256,266.956457,9799209.21
1421020800,267.110478,273.87,265.05641,268.273682,8724932.753
1421107200,268.107012,269.66,218.714845,227.761127,51263101.79
1421193600,228.059637,228.110671,162.444657,178.712075,77937433.57
1421280000,178.163915,231.346704,175.744259,210.176399,56549372.29
1421366400,210.084421,222.661665,198.04472,208.356631,24875923.64
1421452800,208.369405,213.620679,192.786364,200.807981,13815357.37
1421539200,200.134184,221.999223,194.261724,211.224301,17765972.32
1421625600,210.98,219.676148,207.438145,216.239512,9866607.915
1421712000,216.102976,218.343497,204.004578,211.800507,14150786.18
1421798400,212.065721,229.49246,210.142904,227.814228,18073725.63
1421884800,227.970524,240.746502,217.55,234.66,19601347.27
1421971200,234.509181,236.98,225.29909,233.12,13052335.43
1422057600,233.37,249.98,228.05782,249.017225,13413158.09
1422144000,249.041257,258.381358,244.801821,254.73,21109147.16
1422230400,254.768388,313.552763,254.656359,276.01,76804696.23
1422316800,275.725137,279.8,249.218405,264.937091,27693272.19
1422403200,265.226526,269.432796,226.340054,234.919938,30115649.05
1422489600,234.921051,240.506015,220.427222,233.899946,21881850.11
1422576000,234.190883,244.25529,225.47231,227.319011,20190427.19
1422662400,227.182957,234.722041,214.883174,216.114398,17622080.01
1422748800,216.677579,233.165981,211.414186,226.922423,18224114.7
1422835200,227.011827,245.643491,222.142644,238.771233,19718526.99
1422921600,238.604018,247.206672,223.361164,228.008485,25683264.63
1423008000,227.899608,232.124765,220.620569,227.534248,15901556.9
1423094400,227.512228,228.888073,210.767014,216.651432,13242820.78
1423180800,216.488841,225.691597,215.246904,222.866702,11903717.2
1423267200,222.884593,237.273788,218.44062,228.713069,11403852.42
1423353600,228.84049,232.774142,220.452017,223.873036,10189274.75
1423440000,223.92,225.758286,215.86315,220.555553,17021083.1
1423526400,220.649705,222.886318,214.482398,220.791351,9983210.595
1423612800,220.721194,223.944256,218.31168,219.735492,9412045.522
1423699200,219.767539,223.351662,217.969969,222.830559,8369308.724
1423785600,222.924181,242.222029,221.6037,236.507134,25731809.43
1423872000,236.359863,260.643595,236.054898,256.953491,29978907.49
1423958400,256.933154,268.265019,228.072699,235.779817,37939009.57
1424044800,235.390214,242.70168,229.090992,233.695364,17254916.67
1424131200,233.683446,246.537424,231.793439,244.185266,17674536.75
1424217600,244.153515,244.956767,231.903518,237.014893,16262059.2
1424304000,237.019764,244.063772,235.410344,240.367939,11187947.46
1424390400,240.521448,248.804941,239.517053,244.718996,13092147.44
1424476800,244.726389,247.695424,243.709355,245.664624,6310423.567
1424563200,245.72,247.570687,233.097374,236.55479,12073441.16
1424649600,236.565194,240.982054,232.35,239.552818,9830646.478
1424736000,239.544315,240.884524,236.456636,239.87,7476392.545
1424822400,239.87,240.954807,235.624707,238.064737,6120562.192
1424908800,238.060055,238.47,233.972963,236.986684,8237922.899
1424995200,237.016828,260.321785,236.5,254.489003,28896995.48
1425081600,254.914029,256.916216,247.6,254.716742,7844131.785
1425168000,255.299325,264.740933,245.933309,260.24,17465805.73
1425254400,262.078321,279.147547,257.641018,276.849151,28039632.62
1425340800,277.193479,290.679273,267.328435,283.188792,34046236.44
1425427200,283.031015,285.493509,266.905433,272.115821,28527558.25
1425513600,272.676596,283.747227,262.29684,276.981256,24653579.91
1425600000,277.01082,279.549176,269.145145,273.333309,15866480.51
1425686400,273.182359,279.979384,270.58005,276.917962,9701961.842
1425772800,276.914095,278.68255,271.811239,275.56645,6577141.608
1425859200,275.550291,294.034521,274.84,290.3469,25803459.95
1425945600,290.381148,301.939714,288.626701,292.787189,29538941.93
1426032000,292.440425,297.873788,288.95,296.679847,12696703.2
1426118400,296.643352,298.299082,291.639779,295.651856,13408996.4
1426204800,295.619834,295.993696,282.621215,283.33655,20117705.4
1426291200,283.398544,288.2,281.488717,282.763569,10520178.09
1426377600,282.764276,288.57,281.885767,287.126091,5891456.992
1426464000,287.029298,294.870624,286.771139,292.37,11105736.95
1426550400,291.161365,293.57,282.651653,284.708575,10716396.72
1426636800,285.025266,285.99,248.651739,257.426598,35158946.15
1426723200,257.299872,267.990811,247.61285,262.16616,28870611.54
1426809600,261.940642,266.61,258.77,262.543189,7858011.98
1426896000,262.421378,263.26,255.881302,261.087981,6786260.299
1426982400,260.885307,270.878656,259.34,268.728089,8025395.406
1427068800,268.67788,271.6,261.761367,267.53,12515187.8
1427155200,267.129752,268.1,242.223049,245.842594,25799220.49
1427241600,245.923599,250.16396,235.940904,246.503661,19539152.99
1427328000,246.99,254.609445,244.710669,249.486666,13441059.46
1427414400,249.326411,250.93,245.548687,247.035267,9317001.36
1427500800,247.059498,255.073068,246.860261,253.20344,7509080.268
1427587200,253.04244,254,239.783195,242.706069,11652870.4
1427673600,242.946027,250.256472,236.739902,248.129435,12544591.93
1427760000,248.128008,249.8,241.577031,244.605784,9545026.474
1427846400,244.813067,248.168604,239.78061,247.413437,9818155.682
1427932800,247.122046,255.129784,244.129078,253.338168,11277741.19
1428019200,253.590119,256.97,251.29,254.232359,10415648.03
1428105600,254.368231,256.52,249.52004,253.838622,4250850.36
1428192000,253.860949,261.74,251.65,260.980066,9877319.547
1428278400,260.835535,262.24,260.5,260.770836,204044.497
1428364800,255.871305,257.66,252.3,253.939085,6348421.468
1428451200,253.872658,255.74,243.115425,245.38605,14847486.82
1428537600,245.159409,247.91,237.224541,243.880223,9415536.95
1428624000,243.781953,244.65,231.299572,236.227357,16231608.58
1428710400,236.277314,239.733161,233.611237,237.116822,6667422.791
1428796800,236.939919,239.159441,232.885507,236.38,4302758.285
1428883200,237.087253,239.99916,220.209025,225.069082,16739852.48
1428969600,224.613851,230.997824,214.54,219.199463,16043900.61
1429056000,219.132231,224.0728,217.722319,223.801217,9599142.804
1429142400,223.686699,230.36,223.182269,228.449956,11095892.31
1429228800,229.45,229.92,220.010223,223.089259,9622018.334
1429315200,223.056791,224.18,220.27495,223.350396,4771846.396
1429401600,223.263495,226.81,222.23,222.550561,6412198.939
1429488000,223.208332,226.773402,221.727868,224.541297,7716461.14
1429574400,224.4918,236.544529,224.21,236.544529,12204024.41
1429660800,235.69956,238.620727,232.431466,233.98,9720515.77
1429747200,233.986237,236.512663,232.649888,236.001558,5676623.916
1429833600,235.779027,236.93,229.197709,231.51,8926150.533
1429920000,231.238228,233.67,226.027676,226.259932,5997410.029
1430006400,226.304065,227.79,214.561401,221.26,13803040.5
1430092800,221.27,231.460712,210.85795,227.345666,13902520.95
1430179200,227.363501,229,222.241716,225.363167,7624061.099
1430265600,225.269009,227.032259,222.15,225.527803,6310925.758
1430352000,225.6391,240.497689,224.71,236.491028,15527809.24
1430438400,236.339466,239.036791,231.749068,232.030376,8143465.061
1430524800,232.027423,236.9,231.33,235.247856,4656807.46
1430611200,233.83,243.40798,232.69,240.37735,7208567.381
1430697600,240.583124,243.112652,237.04,239.120373,10023470.39
1430784000,239.044873,240,230.825081,235.12,10540017.43
1430870400,235.909501,237.17,227.669158,229.255955,15073118.6
1430956800,229.05551,239.463715,227.36,237.327747,11193706.1
1431043200,237.336173,248.052452,236.03,244.252793,12181635.47
1431129600,244.254208,248.644184,239.1,242.531494,7372607.106
1431216000,242.411683,245.556964,238.17,240.94526,5883212.495
1431302400,240.8,245.252022,238,242.044551,7909655.356
1431388800,241.3,243.756717,237.98,241.94083,7423948.78
1431475200,242.04,244.89,234.678475,235.883747,12013078.72
1431561600,236.025967,239.167478,232.236406,236.999365,8909841.873
1431648000,236.943705,239.059009,235.520587,237.82,5604440.944
1431734400,237.91,239.09771,234.12,235.7,3290017.085
1431820800,235.818084,238.19,234.960046,236.522561,3395468.104
1431907200,236.61273,237.75,230.566151,234.03,6851534.708
1431993600,233.181177,234.62,231.489266,231.937886,4773754.975
1432080000,231.481696,235.010834,231.38,234.482594,6282047.704
