timestamp,open,high,low,close,volume
1438300800,0.008452,0.008575,0.008222,0.008225,4003.8768
1438387200,0.008254,0.00849,0.007836,0.0081,9140.735562
1438473600,0.008001,0.008335,0.008001,0.008223,2300.203654
1438560000,0.00825,0.00839,0.008118,0.008135,5654.083618
1438646400,0.008151,0.008382,0.008134,0.008276,4416.310602
1438732800,0.008261,0.008364,0.007972,0.0082,13833.57539
1438819200,0.008204,0.008204,0.007803,0.007883,6020.001031
1438905600,0.00786,0.008169,0.007782,0.008061,6576.447472
1438992000,0.008076,0.009073,0.007939,0.008424,23805.56508
1439078400,0.008421,0.008999,0.008243,0.008843,11108.90321
1439164800,0.008847,0.009187,0.008512,0.00857,6346.721699
1439251200,0.008556,0.008832,0.008177,0.008339,15631.75421
1439337600,0.008287,0.008456,0.007926,0.008049,20124.37241
1439424000,0.008047,0.008483,0.007888,0.008093,13409.99246
1439510400,0.008079,0.008384,0.007841,0.00825,24272.68014
1439596800,0.008291,0.008439,0.00785,0.008142,8962.412319
1439683200,0.007996,0.008455,0.007695,0.008022,19747.40361
1439769600,0.007899,0.008252,0.007632,0.008082,34841.59048
1439856000,0.008081,0.008422,0.005897,0.006407,16153.51422
1439942400,0.007149,0.008968,0.007149,0.007458,19419.85915
1440028800,0.007446,0.007866,0.007194,0.007833,21139.51449
1440115200,0.007827,0.008014,0.007578,0.007795,13054.59263
1440201600,0.007775,0.007883,0.007385,0.007626,5139.126314
1440288000,0.007639,0.007692,0.007275,0.007394,5665.275916
1440374400,0.007421,0.007549,0.007019,0.007099,8228.631496
1440460800,0.007101,0.007339,0.006791,0.007184,6417.278546
1440547200,0.007156,0.007695,0.007139,0.007307,5554.403653
1440633600,0.007326,0.007539,0.007305,0.007421,4138.684157
1440720000,0.007354,0.009519,0.007327,0.00753,7719.518383
1440806400,0.007419,0.007765,0.00713,0.007724,6846.504754
1440892800,0.007673,0.008026,0.007668,0.00778,7690.873263
1440979200,0.007854,0.008031,0.007272,0.007658,25993.11997
1441065600,0.007639,0.007996,0.007599,0.00783,5432.306679
1441152000,0.007824,0.007866,0.007557,0.007636,4206.91666
1441238400,0.007608,0.007782,0.007474,0.007543,5315.930494
1441324800,0.007578,0.007778,0.007341,0.007634,4513.774718
1441411200,0.007635,0.009633,0.007379,0.007505,11542.11518
1441497600,0.00753,0.007926,0.00753,0.007799,6139.273426
1441584000,0.007774,0.007871,0.007629,0.007689,2157.586442
1441670400,0.007756,0.008074,0.007664,0.007777,3849.971749
1441756800,0.007772,0.007775,0.007529,0.007536,3214.731903
1441843200,0.007596,0.007753,0.007368,0.007569,2538.103144
1441929600,0.007616,0.007667,0.007218,0.007631,4238.611653
1442016000,0.007581,0.007648,0.007328,0.007529,4576.245266
1442102400,0.007485,0.007766,0.007407,0.007613,5877.427646
1442188800,0.007608,0.007731,0.007189,0.007297,6768.464194
1442275200,0.007304,0.007848,0.007242,0.007451,15029.05246
1442361600,0.007425,0.007637,0.007139,0.007192,9461.643871
1442448000,0.007194,0.007404,0.007185,0.007289,9746.568709
1442534400,0.00738,0.007507,0.007282,0.007298,3954.115365
1442620800,0.007289,0.007472,0.007093,0.007285,3554.571581
1442707200,0.007312,0.00741,0.007046,0.007108,3703.507562
1442793600,0.007183,0.007312,0.007012,0.007162,1789.238835
1442880000,0.007185,0.007435,0.006997,0.007137,5298.685162
1442966400,0.007147,0.007196,0.006394,0.006481,10535.02459
1443052800,0.006487,0.006954,0.006276,0.006551,11400.38582
1443139200,0.006572,0.006801,0.006476,0.006666,2094.282756
1443225600,0.006658,0.006693,0.005541,0.006432,6709.996661
1443312000,0.006424,0.006546,0.006316,0.006419,1858.378803
1443398400,0.006484,0.006557,0.005893,0.005987,14291.00559
1443484800,0.006007,0.006236,0.005001,0.005196,35597.28925
1443571200,0.005181,0.005791,0.005104,0.005585,25070.76647
1443657600,0.005575,0.00564,0.005254,0.005419,13481.22443
1443744000,0.005418,0.005967,0.00534,0.005826,13049.51407
1443830400,0.005826,0.005826,0.00528,0.005379,9103.435852
1443916800,0.005328,0.005407,0.004892,0.00507,9018.402314
1444003200,0.005063,0.005229,0.004773,0.004889,18897.47386
1444089600,0.0049,0.005604,0.004889,0.00536,28111.46545
1444176000,0.005364,0.00548,0.005091,0.005123,7054.705767
1444262400,0.0051,0.005203,0.004692,0.004783,18317.93584
1444348800,0.004786,0.005394,0.004697,0.005097,42154.65339
1444435200,0.005072,0.005222,0.004909,0.005044,12894.5767
1444521600,0.005018,0.00523,0.004942,0.005155,9095.425224
1444608000,0.005184,0.005512,0.005112,0.00532,12219.16773
1444694400,0.005311,0.005436,0.005128,0.005285,20086.85558
1444780800,0.005306,0.005496,0.005187,0.005223,6846.080755
1444867200,0.005308,0.005485,0.005198,0.005383,10712.10419
