Date,Close,Volume
5/12/2016 16:00,32.22,176349
5/13/2016 16:00,31.71,96144
5/16/2016 16:00,32.01,76844
5/17/2016 16:00,31.48,239980
5/18/2016 16:00,31.63,103824
5/19/2016 16:00,31.6,98444
5/20/2016 16:00,32.33,120215
5/23/2016 16:00,32.07,132694
5/24/2016 16:00,33.24,233454
5/25/2016 16:00,33.21,197804
5/26/2016 16:00,33.2,158880
5/27/2016 16:00,33.58,110625
5/31/2016 16:00,33.77,135191
6/1/2016 16:00,33.8,178390
6/2/2016 16:00,33.9,124238
6/3/2016 16:00,33.54,158657
6/6/2016 16:00,33.5,80964
6/7/2016 16:00,33.54,113708
6/8/2016 16:00,33.78,148682
6/9/2016 16:00,32.8,191372
6/10/2016 16:00,32.36,256875
6/13/2016 16:00,31.72,299394
6/14/2016 16:00,32.61,159607
6/15/2016 16:00,32.63,193340
6/16/2016 16:00,32.43,110173
6/17/2016 16:00,32.36,258766
6/20/2016 16:00,32.97,147434
6/21/2016 16:00,32.89,165099
6/22/2016 16:00,32.9,91219
6/23/2016 16:00,33,213971
6/24/2016 16:00,31.95,1020956
6/27/2016 16:00,31.35,274057
6/28/2016 16:00,31.74,140690
6/29/2016 16:00,32.38,268190
6/30/2016 16:00,33.04,269915
7/1/2016 16:00,32.81,143976
7/5/2016 16:00,32.51,113712
7/6/2016 16:00,32.84,122835
7/7/2016 16:00,32.67,119940
7/8/2016 16:00,33.81,200486
7/11/2016 16:00,34.14,98858
7/12/2016 16:00,34.74,150756
7/13/2016 16:00,34.97,288918
7/14/2016 16:00,35.08,211338
7/15/2016 16:00,34.79,149952
7/18/2016 16:00,34.97,106066
7/19/2016 16:00,35.91,278584
7/20/2016 16:00,36.28,200318
7/21/2016 16:00,35.68,161156
7/22/2016 16:00,35.97,195074
7/25/2016 16:00,35.33,175609
7/26/2016 16:00,35.76,233870
7/27/2016 16:00,34.02,570497
7/28/2016 16:00,34.18,288162
7/29/2016 16:00,34.73,213708
8/1/2016 16:00,34.5,130930
8/2/2016 16:00,34.62,261494
8/3/2016 16:00,34.44,109629
8/4/2016 16:00,34.71,100392
8/5/2016 16:00,34.84,82793
8/8/2016 16:00,34.7,82984
8/9/2016 16:00,34.89,129932
8/10/2016 16:00,34.17,172786
8/11/2016 16:00,34.07,165358
8/12/2016 16:00,33.84,111865
8/15/2016 16:00,34.63,191876
8/16/2016 16:00,34.71,175446
8/17/2016 16:00,34.17,78201
8/18/2016 16:00,34.49,93993
8/19/2016 16:00,34.37,108791
8/22/2016 16:00,34.13,94182
8/23/2016 16:00,34.68,98622
8/24/2016 16:00,33.53,166776
8/25/2016 16:00,33.88,228243
8/26/2016 16:00,33.54,173561
8/29/2016 16:00,33.29,70108
8/30/2016 16:00,33.56,96368
8/31/2016 16:00,33.46,86257
9/1/2016 16:00,33.49,76156
9/2/2016 16:00,33.82,67742
9/6/2016 16:00,33.98,73185
9/7/2016 16:00,34.31,82103
9/8/2016 16:00,33.53,163726
9/9/2016 16:00,31.95,161680
9/12/2016 16:00,32.22,188638
9/13/2016 16:00,31.88,100192
9/14/2016 16:00,32.09,81311
9/15/2016 16:00,32.01,88762
9/16/2016 16:00,31.89,136105
9/19/2016 16:00,32.64,150448
9/20/2016 16:00,32.79,160734
9/21/2016 16:00,33.81,188755
9/22/2016 16:00,34.11,177996
9/23/2016 16:00,34.14,174360
9/26/2016 16:00,33.26,82002
9/27/2016 16:00,33.47,120238
9/28/2016 16:00,32.21,302196
9/29/2016 16:00,31.22,333386
9/30/2016 16:00,31.27,513710
10/3/2016 16:00,30.32,642062
10/4/2016 16:00,30.2,307130
10/5/2016 16:00,30.22,194301
10/6/2016 16:00,30.43,193184
10/7/2016 16:00,30.32,263688
10/10/2016 16:00,30.62,151444
10/11/2016 16:00,29.87,521288
10/12/2016 16:00,30.24,217724
10/13/2016 16:00,29.96,153949
10/14/2016 16:00,29.66,394034
10/17/2016 16:00,30.05,269702
10/18/2016 16:00,31.9,538437
10/19/2016 16:00,31.85,304518
10/20/2016 16:00,31.4,355737
10/21/2016 16:00,30.55,169021
10/24/2016 16:00,30.9,286128
10/25/2016 16:00,30.35,253900
10/26/2016 16:00,30.6,401250
10/27/2016 16:00,29.95,268030
10/28/2016 16:00,30.9,476989
10/31/2016 16:00,30.7,325959
11/1/2016 16:00,30.05,198333
11/2/2016 16:00,30.05,180678
11/3/2016 16:00,29.85,294210
11/4/2016 16:00,30,168222
11/7/2016 16:00,30.25,145004
11/8/2016 16:00,30.1,137810
11/9/2016 16:00,31.6,177106
11/10/2016 16:00,32.15,300091
11/11/2016 16:00,33.4,252799
11/14/2016 16:00,34.4,228294
11/15/2016 16:00,33.95,185311
11/16/2016 16:00,34.05,101412
11/17/2016 16:00,34.5,199999
11/18/2016 16:00,34.35,215949
11/21/2016 16:00,34.7,209578
11/22/2016 16:00,35.5,139761
11/23/2016 16:00,35.25,131743
11/25/2016 16:00,35.55,44103
11/28/2016 16:00,35,94773
11/29/2016 16:00,35.05,177209
11/30/2016 16:00,34.5,100254
12/1/2016 16:00,34.65,122348
12/2/2016 16:00,34.75,126326
12/5/2016 16:00,35.4,122247
12/6/2016 16:00,35.4,218463
12/7/2016 16:00,36.2,137389
12/8/2016 16:00,37.25,186075
12/9/2016 16:00,37.25,225752
12/12/2016 16:00,37.5,181446
12/13/2016 16:00,37.25,208291
12/14/2016 16:00,36.6,188436
12/15/2016 16:00,36.65,242268
12/16/2016 16:00,36.85,629403
12/19/2016 16:00,38.25,164282
12/20/2016 16:00,38.8,155516
12/21/2016 16:00,37.85,202876
12/22/2016 16:00,36.9,112861
12/23/2016 16:00,36.9,165492
12/27/2016 16:00,37.6,91143
12/28/2016 16:00,37.05,76656
12/29/2016 16:00,37.5,140520
12/30/2016 16:00,36.85,193042
1/3/2017 16:00,37.25,195686
1/4/2017 16:00,37.4,147335
1/5/2017 16:00,35.95,221404
1/6/2017 16:00,35,222404
1/9/2017 16:00,34.7,157383
1/10/2017 16:00,34.95,136878
1/11/2017 16:00,31.25,572956
1/12/2017 16:00,31.15,325088
1/13/2017 16:00,31.7,213040
1/17/2017 16:00,31.95,243051
1/18/2017 16:00,32,285429
1/19/2017 16:00,32.1,405446
1/20/2017 16:00,32.3,273004
1/23/2017 16:00,32.35,246800
1/24/2017 16:00,33.15,200528
1/25/2017 16:00,33.7,373318
1/26/2017 16:00,29.5,1517939
1/27/2017 16:00,29,720337
1/30/2017 16:00,28.85,659407
1/31/2017 16:00,29.1,381542
2/1/2017 16:00,28.5,253021
2/2/2017 16:00,28.2,284931
2/3/2017 16:00,28.4,257334
2/6/2017 16:00,29,469152
2/7/2017 16:00,28.85,243758
2/8/2017 16:00,28.7,260645
2/9/2017 16:00,28.8,270819
2/10/2017 16:00,29.2,203150
2/13/2017 16:00,28.9,160909
2/14/2017 16:00,28.65,140103
2/15/2017 16:00,28.25,467247
2/16/2017 16:00,28.55,254857
2/17/2017 16:00,27.85,263664
2/21/2017 16:00,28.65,193442
2/22/2017 16:00,28.8,161686
2/23/2017 16:00,28.25,138671
2/24/2017 16:00,28.45,297510
2/27/2017 16:00,29.25,187585
2/28/2017 16:00,28.75,173872
3/1/2017 16:00,29.65,241462
3/2/2017 16:00,29.3,173467
3/3/2017 16:00,29.15,242750
3/6/2017 16:00,28.4,148565
3/7/2017 16:00,28.35,486073
3/8/2017 16:00,29.2,309912
3/9/2017 16:00,28.8,154081
3/10/2017 16:00,29,157053
3/13/2017 16:00,29,170374
3/14/2017 16:00,30.2,375963
3/15/2017 16:00,31.05,468554
3/16/2017 16:00,31,399930
3/17/2017 16:00,31.45,769162
3/20/2017 16:00,30.45,229760
3/21/2017 16:00,29.45,352433
3/22/2017 16:00,29.6,196939
3/23/2017 16:00,30.2,160339
3/24/2017 16:00,29.75,233789
3/27/2017 16:00,30.05,332845
3/28/2017 16:00,30,198865
3/29/2017 16:00,30.2,247948
3/30/2017 16:00,30.4,270521
3/31/2017 16:00,30.65,262145
4/3/2017 16:00,30,274128
4/4/2017 16:00,29.3,577246
4/5/2017 16:00,29.4,332199
4/6/2017 16:00,30.45,414179
4/7/2017 16:00,29.7,240733
4/10/2017 16:00,29.65,281150
4/11/2017 16:00,30.3,354420
4/12/2017 16:00,29.4,191685
4/13/2017 16:00,29.2,202457
4/17/2017 16:00,29.65,196587
4/18/2017 16:00,29.95,143590
4/19/2017 16:00,29.95,268394
4/20/2017 16:00,30.8,321431
4/21/2017 16:00,30.95,258775
4/24/2017 16:00,30.8,270214
4/25/2017 16:00,31.1,282347
4/26/2017 16:00,31.25,407827
4/27/2017 16:00,29,1561533
4/28/2017 16:00,29.8,635039
5/1/2017 16:00,30.7,532762
5/2/2017 16:00,31.95,351837
5/3/2017 16:00,30.9,344902
5/4/2017 16:00,30.65,235282
5/5/2017 16:00,31,186751
5/8/2017 16:00,31.1,206945
5/9/2017 16:00,31,224995
5/10/2017 16:00,31.1,298417
5/11/2017 16:00,30,285533
5/12/2017 16:00,28.55,837877
5/15/2017 16:00,27.95,647881
5/16/2017 16:00,28,532570
5/17/2017 16:00,27.9,538511
5/18/2017 16:00,27.4,419347
5/19/2017 16:00,27.65,282381
5/22/2017 16:00,27.3,412783
5/23/2017 16:00,27.15,369277
5/24/2017 16:00,27.05,445630
5/25/2017 16:00,27.1,635024
5/26/2017 16:00,27.4,276378
5/30/2017 16:00,27,299698
5/31/2017 16:00,26.95,470574
6/1/2017 16:00,27.45,264090
6/2/2017 16:00,27.1,388454
6/5/2017 16:00,26.95,497043
6/6/2017 16:00,27.55,563475
6/7/2017 16:00,27.7,402356
6/8/2017 16:00,28.55,323063
6/9/2017 16:00,28.9,187133
6/12/2017 16:00,29.1,227087
6/13/2017 16:00,29.1,210818
6/14/2017 16:00,30.05,340017
6/15/2017 16:00,29.65,328286
6/16/2017 16:00,29.7,337181
6/19/2017 16:00,29.65,349116
6/20/2017 16:00,28.9,325062
6/21/2017 16:00,29.85,386338
6/22/2017 16:00,30.1,243320
6/23/2017 16:00,30,753847
6/26/2017 16:00,30.8,336878
6/27/2017 16:00,30.75,178870
6/28/2017 16:00,31.25,213875
6/29/2017 16:00,31.65,185527
6/30/2017 16:00,32.3,601814
7/3/2017 16:00,32.35,196693
7/5/2017 16:00,31.9,226953
7/6/2017 16:00,31.35,284556
7/7/2017 16:00,30,632842
7/10/2017 16:00,29.75,494313
7/11/2017 16:00,30.35,289261
7/12/2017 16:00,30.4,183019
7/13/2017 16:00,30.4,498519
7/14/2017 16:00,30.6,492383
7/17/2017 16:00,30.45,348468
7/18/2017 16:00,30.55,1051270
7/19/2017 16:00,31.2,392366
7/20/2017 16:00,31.45,355670
7/21/2017 16:00,31.2,277910
7/24/2017 16:00,30.75,284587
7/25/2017 16:00,31.15,305435
7/26/2017 16:00,30.8,261098
7/27/2017 16:00,32.3,543065
7/28/2017 16:00,32.55,350643
7/31/2017 16:00,32.05,356023
8/1/2017 16:00,32.3,276085
8/2/2017 16:00,31.7,292288
8/3/2017 16:00,31.3,328554
8/4/2017 16:00,32.05,302927
8/7/2017 16:00,32.3,249312
8/8/2017 16:00,32,291225
8/9/2017 16:00,32.1,292202
8/10/2017 16:00,31.45,210204
8/11/2017 16:00,31.5,406432
8/14/2017 16:00,31.95,226385
8/15/2017 16:00,30.85,323020
8/16/2017 16:00,30.75,346127
8/17/2017 16:00,30.05,284050
8/18/2017 16:00,29.45,262734
8/21/2017 16:00,29.45,233682
8/22/2017 16:00,29.55,153476
8/23/2017 16:00,28.2,575418
8/24/2017 16:00,27.5,352020
8/25/2017 16:00,27.8,551918
8/28/2017 16:00,28.1,335684
8/29/2017 16:00,28.25,265681
8/30/2017 16:00,28.6,246173
8/31/2017 16:00,29.25,424124
9/1/2017 16:00,29.8,319796
9/5/2017 16:00,29.9,260964
9/6/2017 16:00,30.1,151969
9/7/2017 16:00,30.2,300052
9/8/2017 16:00,30.5,164625
9/11/2017 16:00,30.2,120673
9/12/2017 16:00,30.5,244005
9/13/2017 16:00,30.25,300271
9/14/2017 16:00,29.95,247246
9/15/2017 16:00,30.2,562001
9/18/2017 16:00,30.65,224950
9/19/2017 16:00,30.7,216761
9/20/2017 16:00,30.75,234199
9/21/2017 16:00,30.3,212928
9/22/2017 16:00,30.6,211520
9/25/2017 16:00,30.65,215609
9/26/2017 16:00,31.15,153814
9/27/2017 16:00,31.95,286384
9/28/2017 16:00,32.45,285292
9/29/2017 16:00,32.4,282363
10/2/2017 16:00,32.4,270382
10/3/2017 16:00,32.55,200123
10/4/2017 16:00,32.45,183545
10/5/2017 16:00,32.15,161819
10/6/2017 16:00,31.4,237733
10/9/2017 16:00,31.35,272878
10/10/2017 16:00,31.3,199958
10/11/2017 16:00,30.5,409854
10/12/2017 16:00,29,883989
10/13/2017 16:00,30.1,622838
10/16/2017 16:00,29.75,188883
10/17/2017 16:00,30.2,205883
10/18/2017 16:00,31,391268
10/19/2017 16:00,31,292170
10/20/2017 16:00,31.25,181511
10/23/2017 16:00,31.1,228539
10/24/2017 16:00,31.4,199318
10/25/2017 16:00,31,285183
10/26/2017 16:00,31.25,420798
10/27/2017 16:00,30.05,334598
10/30/2017 16:00,29.15,324932
10/31/2017 16:00,29.75,288956
11/1/2017 16:00,29.35,225049
11/2/2017 16:00,29.05,381250
11/3/2017 16:00,28.8,277929
11/6/2017 16:00,28.05,503415
11/7/2017 16:00,27.1,345607
11/8/2017 16:00,27.05,906786
11/9/2017 16:00,27.2,543381
11/10/2017 16:00,27.55,633522
11/13/2017 16:00,27.15,301125
11/14/2017 16:00,27.75,394250
11/15/2017 16:00,27.45,645517
11/16/2017 16:00,28.2,402600
11/17/2017 16:00,28.35,266287
11/20/2017 16:00,28.3,540392
11/21/2017 16:00,28.65,242878
11/22/2017 16:00,28.35,269490
11/24/2017 13:00,28.4,134194
11/27/2017 16:00,27.95,390456
11/28/2017 16:00,29,303619
11/29/2017 16:00,29.25,218087
11/30/2017 16:00,29.4,239335
12/1/2017 16:00,28.9,294941
12/4/2017 16:00,29.6,441340
12/5/2017 16:00,28.95,180544
12/6/2017 16:00,28.95,145405
12/7/2017 16:00,29,205668
12/8/2017 16:00,28.85,129069
12/11/2017 16:00,28.5,397113
12/12/2017 16:00,28.45,173248
12/13/2017 16:00,28.45,156248
12/14/2017 16:00,27.5,387506
12/15/2017 16:00,28.2,823544
12/18/2017 16:00,29.2,317971
12/19/2017 16:00,29.25,179917
12/20/2017 16:00,29.2,149598
12/21/2017 16:00,29,175924
12/22/2017 16:00,28.55,117121
12/26/2017 16:00,28.9,130576
12/27/2017 16:00,29.2,337510
12/28/2017 16:00,29,110274
12/29/2017 16:00,28.6,193505
1/2/2018 16:00,28.7,227507
1/3/2018 16:00,28.95,339850
1/4/2018 16:00,28.7,193857
1/5/2018 16:00,28.55,187522
1/8/2018 16:00,28.6,212663
1/9/2018 16:00,27.75,247992
1/10/2018 16:00,27.2,176981
1/11/2018 16:00,28.25,239284
1/12/2018 16:00,28.65,176566
1/16/2018 16:00,28.15,379297
1/17/2018 16:00,26.1,1582675
1/18/2018 16:00,26.7,473408
1/19/2018 16:00,27.4,400231
1/22/2018 16:00,27.35,214150
1/23/2018 16:00,27.05,170289
1/24/2018 16:00,26.95,240865
1/25/2018 16:00,25.05,708598
1/26/2018 16:00,25.9,602536
1/29/2018 16:00,24.95,374394
1/30/2018 16:00,24.9,502851
1/31/2018 16:00,24.85,326091
2/1/2018 16:00,24.9,270738
2/2/2018 16:00,24.4,368429
2/5/2018 16:00,23.85,505616
2/6/2018 16:00,24,596652
